,ChannelID,ViewCount,likeCount,dislikeCount,uploadedDate,category,videoLanguage,duration,commentCount,subCount,TotalViewCount,VideoCount,channelDate,channelLocation,likePer,dislikePer,LikeDisRatio,days to publish,title
0,pbMwTqkKSps,546076776,8940330,291149,2018-10-25,Music,Not specified,0 days 00:03:14.000000000,328453,895000,4795944659,57,2016-08-16,Not specified,163.72,5.33,30.72,800,Billie Eilish - when the party's over
1,AgFeZr5ptV8,543305948,2482230,156634,2013-03-13,Music,Not specified,0 days 00:04:04.000000000,254221,26700000,18800582829,125,2009-05-12,US,45.69,2.88,15.86,1401,Taylor Swift - 22
2,xp6706wVdCI,543590220,2372659,143077,2018-12-14,Music,es,0 days 00:03:12.000000000,76989,17300000,2725033876,53,2016-09-08,CO,43.65,2.63,16.6,827,Anuel AA ➕ Haze - Amanece 🌅 [Official Video]
3,Y1_VsyLAGuk,543242334,2667056,116956,2016-07-16,Music,Not specified,0 days 00:03:11.000000000,77999,676000,593347415,7,2015-12-21,Not specified,49.1,2.15,22.84,208,Burak Yeter - Tuesday (Official Music Video) ft. Danelle Sandoval
4,WpYeekQkAdc,543238519,2875786,79557,2009-06-16,Music,Not specified,0 days 00:04:13.000000000,133798,3940000,5640830148,73,2009-05-12,US,52.94,1.46,36.26,35,The Black Eyed Peas - Where Is The Love? (Official Music Video)
5,Jzl_nrTkfIM,541619145,1727304,98770,2015-08-16,Music,Not specified,0 days 00:02:55.000000000,59845,7330000,3968805797,104,2013-08-09,BR,31.89,1.82,17.52,737,Maiara & Maraisa - Medo Bobo (Ao Vivo em Goiânia)
6,t4-Xz_Lt2p4,541883615,1975915,147996,2013-01-18,Entertainment,Not specified,0 days 00:03:05.000000000,46237,3540000,5406714080,7990,2009-12-30,DE,36.46,2.73,13.36,1115,Silva Gunbardhi ft. Mandi ft. Dafi - Te ka lali shpirt  (Official Video HD)
7,I_izvAbhExY,541922124,2927148,87227,2009-10-27,Music,Not specified,0 days 00:04:10.000000000,121447,1910000,1504512414,55,2007-07-17,Not specified,54.01,1.61,33.55,833,Bee Gees - Stayin' Alive (Official Video)
8,7aRlAw0ZvDc,541262463,1208269,612343,2017-12-23,People & Blogs,Not specified,0 days 00:06:55.000000000,0,0,9256586266,4505,2011-11-26,JP,22.32,11.31,1.97,2219,アイス屋さんごっこ お買い物ごっこ お店屋さんごっこ おゆうぎ こうくんねみちゃん ice cream shop
9,nbfOWa9Veyk,540785236,982167,629931,2015-01-07,Music,Not specified,0 days 00:02:26.000000000,10765,34300000,31545120008,888,2011-06-02,Not specified,18.16,11.65,1.56,1315,Yo Tenía una Orquesta - Canciones clásicas infantiles
10,D9W4DLjmoOM,541521285,1773613,107623,2017-06-02,Music,Not specified,0 days 00:04:46.000000000,29382,929000,1278224810,75,2015-10-27,US,32.75,1.99,16.46,584,Melendi - Destino o Casualidad ft. Ha*Ash (Official Music Video)
11,TJAfLE39ZZ8,539995744,2467369,78772,2009-12-23,Music,Not specified,0 days 00:04:08.000000000,89372,1580000,1488204243,29,2009-05-12,Not specified,45.69,1.46,31.29,225,Amy Winehouse - Back To Black
12,ANS9sSJA9Yc,540571011,3264832,139225,2016-10-14,Music,Not specified,0 days 00:06:19.000000000,106100,15000000,15235887825,122,2009-05-12,US,60.4,2.58,23.41,2712,Maroon 5 - Don't Wanna Know (Official Music Video)
13,KDxJlW6cxRk,538372921,2419526,74889,2015-09-15,Music,Not specified,0 days 00:03:28.000000000,33909,700000,963887356,43,2013-05-13,Not specified,44.94,1.39,32.33,855,Duke Dumont - Ocean Drive (Official Music Video)
14,kn6-c223DUU,538212702,2626195,70305,2010-06-17,Music,Not specified,0 days 00:03:12.000000000,136668,11000000,9408649875,1100,2006-12-15,US,48.79,1.31,37.24,1280,B.o.B - Airplanes (feat. Hayley Williams of Paramore) [Official Video]
15,PVzljDmoPVs,537110684,2300393,69903,2012-09-28,Music,Not specified,0 days 00:03:58.000000000,126962,21700000,12682966640,535,2009-12-11,Not specified,42.83,1.3,32.95,1022,David Guetta - She Wolf (Falling To Pieces) ft. Sia (Official Video)
16,Rbm6GXllBiw,537696786,1705234,83446,2009-12-25,Music,Not specified,0 days 00:06:49.000000000,73895,4740000,4947201402,39,2009-05-12,Not specified,31.71,1.55,20.46,227,Guns N' Roses - Paradise City
17,k4YRWT_Aldo,537250633,2883287,255853,2014-11-22,Music,Not specified,0 days 00:03:37.000000000,123366,20700000,875703529,224,2005-11-07,Not specified,53.67,4.76,11.28,3302,Beyoncé - 7/11
18,xd12hR68sWM,537140568,474118,226601,2009-05-23,Film & Animation,en,0 days 00:02:38.000000000,11758,5670000,4597550013,460,2008-03-26,US,8.83,4.22,2.09,423,Nuki Nuki (The Nuki Song) Full Version Gummy Bear
19,ozv4q2ov3Mk,537044586,2966408,166550,2017-06-27,Music,Not specified,0 days 00:03:43.000000000,95007,12200000,11904910147,143,2009-10-15,Not specified,55.24,3.1,17.82,2812,"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean"
20,56WBK4ZK_cw,537126541,2152813,82251,2018-07-12,People & Blogs,Not specified,0 days 00:02:55.000000000,30089,1170000,698744324,29,2018-06-27,Not specified,40.08,1.53,26.2,15,"benny blanco, Halsey & Khalid – Eastside (official video)"
21,qExd-3oCTl4,536441553,1417817,65414,2008-10-29,Music,Not specified,0 days 00:03:55.000000000,53417,976000,951001909,114,2006-07-03,Not specified,26.43,1.22,21.66,849,Carlos Baute - Colgando en tus manos (con Marta Sanchez)
22,XjwZAa2EjKA,536077668,2426238,75170,2013-11-20,Music,Not specified,0 days 00:03:57.000000000,94858,25500000,19310933123,145,2009-12-13,US,45.26,1.4,32.33,1438,Katy Perry - Unconditionally (Official)
23,nPvuNsRccVw,534426583,2641064,86230,2013-06-14,Music,Not specified,0 days 00:03:12.000000000,128564,27400000,12018189459,67,2006-09-19,Not specified,49.42,1.61,30.7,2460,Bruno Mars - Treasure (Official Video)
24,e82VE8UtW8A,533345435,1608325,82212,2010-02-09,Music,Not specified,0 days 00:03:45.000000000,98111,25700000,15280539416,106,2009-05-12,US,30.16,1.54,19.58,273,Rihanna - Rude Boy (Official Music Video)
25,LRP8d7hhpoQ,533227688,4961396,148850,2016-10-21,Music,Not specified,0 days 00:05:06.000000000,195245,18000000,4491518711,218,2011-09-10,Not specified,93.04,2.79,33.35,1868,[OFFICIAL VIDEO] Hallelujah - Pentatonix
26,POP9_phDB2g,532847391,1312125,56804,2013-10-08,Music,Not specified,0 days 00:03:35.000000000,23139,4480000,3184063344,183,2010-09-20,Not specified,24.62,1.07,23.01,1114,Pablo Alboran - Donde Está El Amor ft. Jesse & Joy (Videoclip oficial)
27,BiQIc7fG9pA,532980595,4494686,118679,2016-03-07,Music,Not specified,0 days 00:03:48.000000000,137919,1950000,634392131,154,2011-10-15,US,84.33,2.23,37.82,1605,"gnash - i hate u, i love u ft. olivia o'brien (music video)"
28,05TA9jNnCdU,533854361,1513070,316794,2017-06-09,Music,Not specified,0 days 00:02:45.000000000,43931,142000000,111947514637,14447,2006-03-13,IN,28.34,5.93,4.78,4106,"Jagga Jasoos: Galti Se Mistake Video Song | Ranbir, Katrina | Pritam, Arijit, Amit | Amitabh B"
29,_iktURk0X-A,533670819,2212512,208324,2017-07-06,Music,Not specified,0 days 00:06:02.000000000,131333,56000000,26744805883,4797,2014-03-12,IN,41.46,3.9,10.63,1212,"Phir Bhi Tumko Chaahunga - Full Song | Arijit Singh | Arjun K & Shraddha K | Mithoon , Manoj M"
30,-apU2sviHCM,532741819,997958,114397,2009-10-25,Music,Not specified,0 days 00:06:41.000000000,29601,1360000,1627890416,155,2009-10-15,Not specified,18.73,2.15,8.71,10,Ricardo Arjona - Historia De Taxi  (Video)
31,ShlW5plD_40,531553548,2444491,201773,2015-03-16,Music,Not specified,0 days 00:03:21.000000000,131381,8380000,6090651612,101,2014-02-26,Not specified,45.99,3.8,12.1,383,Meghan Trainor - Dear Future Husband
32,iGMjKS4Vap0,531199440,1378032,89720,2016-02-14,Music,Not specified,0 days 00:03:06.000000000,39982,7560000,4424501192,160,2009-01-30,US,25.94,1.69,15.35,2571,NO LO HICE BIEN - Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records
33,ks1CBTwtaU8,531085330,1826450,132125,2017-06-07,Music,es-419,0 days 00:03:41.000000000,66826,29900000,10909712227,352,2011-05-16,PR,34.39,2.49,13.81,2214,Daddy Yankee ft Ozuna - La Rompe Corazones (Video Oficial)
34,F57P9C4SAW4,530852543,2070561,143709,2010-06-15,Music,Not specified,0 days 00:03:55.000000000,117400,25500000,19310933123,145,2009-12-13,US,39,2.71,14.39,184,Katy Perry - California Gurls (Official) ft. Snoop Dogg
35,J9NQFACZYEU,530246255,2493138,65630,2014-11-12,Music,Not specified,0 days 00:03:46.000000000,55555,12200000,11904910147,143,2009-10-15,Not specified,47.02,1.24,37.92,1854,Calvin Harris - Outside (Official Video) ft. Ellie Goulding
36,cmSbXsFE3l8,530087045,3968911,150503,2013-04-12,Music,Not specified,0 days 00:04:22.000000000,169298,1290000,530075672,1,2013-04-11,Not specified,74.87,2.84,26.36,1,Anna Kendrick - Cups (Pitch Perfect’s “When I’m Gone”) [Official Video]
37,7ysFgElQtjI,530221978,5685373,250838,2019-04-05,Music,Not specified,0 days 00:02:38.000000000,232881,9400000,713486853,7,2018-05-19,Not specified,107.23,4.73,22.67,321,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) [Remix]
38,aA_kuFTV-P8,529050811,2005478,107621,2019-03-22,Music,Not specified,0 days 00:03:24.000000000,30941,20700000,13078992303,250,2012-01-10,PR,37.91,2.03,18.67,2628,Te Robaré - Nicky Jam x Ozuna  | Video Oficial
39,l4e0hJGOIY8,527991318,1224414,79191,2006-04-27,Music,Not specified,0 days 00:04:32.000000000,48394,369000,527988598,1,2006-04-17,US,23.19,1.5,15.46,10,Ella Y Yo - Don Omar Ft. Romeo
40,NMNgbISmF4I,528042996,1475679,72443,2009-12-25,Music,Not specified,0 days 00:06:16.000000000,35263,1380000,1980762612,86,2009-05-12,Not specified,27.95,1.37,20.4,227,Aerosmith - Crazy (Official Music Video)
41,a5fHoAx12DY,529034398,2047269,107009,2010-09-18,Music,Not specified,0 days 00:04:14.000000000,52051,3810000,713032265,103,2010-07-09,AR,38.7,2.02,19.16,71,Dread Mar I - Tu Sin Mi [ Video Oficial HD Version ]
42,D5drYkLiLI8,527495105,3019059,104322,2017-02-16,Music,Not specified,0 days 00:03:42.000000000,77997,3050000,2917200207,65,2014-11-18,Not specified,57.23,1.98,28.9,821,Kygo & Selena Gomez - It Ain't Me (Audio)
43,B4BDh41Y8hQ,526950595,1224491,118229,2018-05-14,People & Blogs,Not specified,0 days 00:04:48.000000000,31606,3280000,1473307760,116,2015-05-22,Not specified,23.24,2.24,10.38,1088,La Adictiva - En Peligro De Extinción
44,DDWKuo3gXMQ,524709343,2555462,89509,2015-11-17,Music,Not specified,0 days 00:05:43.000000000,79264,15600000,8877180988,31,2009-10-15,Not specified,48.7,1.71,28.48,2224,Adele - When We Were Young (Live at The Church Studios)
45,weRHyjj34ZE,524816106,1806611,82822,2009-10-03,Music,Not specified,0 days 00:03:18.000000000,92771,18900000,18006996788,166,2009-09-02,Not specified,34.42,1.58,21.78,31,"Shakira - Whenever, Wherever (Video)"
46,ePpPVE-GGJw,524480417,3432653,408219,2016-10-23,Music,en,0 days 00:04:14.000000000,702824,16300000,9125287306,1144,2008-01-25,Not specified,65.45,7.78,8.41,3194,"TWICE ""TT"" M/V"
47,LMJLfZH_xWU,524218756,702668,412108,2012-08-24,Education,es-419,0 days 00:03:14.000000000,5688,10300000,7008331842,42,2011-08-02,Not specified,13.4,7.86,1.7,388,Mariana - Gallina Pintadita 1 - Oficial - Canciones infantiles para niños y bebés
48,EWcOY14GWwM,523909468,3838162,324381,2016-05-02,Music,Not specified,0 days 00:03:21.000000000,204354,58200000,30427312642,1438,2012-03-21,BR,73.26,6.19,11.84,1503,Bumbum Granada - MCs Zaac e Jerry (KondZilla) | Official Music Video
49,iP6XpLQM2Cs,523049817,3228520,152320,2009-11-14,Music,Not specified,0 days 00:03:35.000000000,171899,2690000,1594281880,77,2009-09-02,Not specified,61.72,2.91,21.21,73,Ke$ha - TiK ToK
50,yd8jh9QYfEs,521513612,1411328,55809,2009-11-21,Music,Not specified,0 days 00:03:54.000000000,43143,25700000,15280539416,106,2009-05-12,US,27.06,1.07,25.29,193,Rihanna - Don't Stop The Music
51,FAucVNRx_mU,521381001,5783783,77381,2017-08-25,Music,Not specified,0 days 00:02:01.000000000,482482,25800000,5052299198,104,2015-06-23,US,110.93,1.48,74.95,794,XXXTENTACION - Jocelyn Flores (Audio)
52,8xg3vE8Ie_E,520331375,2446862,86433,2009-06-16,Music,Not specified,0 days 00:03:57.000000000,137643,26700000,18800582829,125,2009-05-12,US,47.03,1.66,28.33,35,Taylor Swift - Love Story
53,iEe_eraFWWs,517402813,2011130,98058,2009-06-17,Music,Not specified,0 days 00:03:56.000000000,76844,3940000,5640830148,73,2009-05-12,US,38.87,1.9,20.46,36,The Black Eyed Peas - My Humps (Official Music Video)
54,9J9FlVCUeLM,516831866,1659420,103455,2017-08-04,Music,Not specified,0 days 00:04:06.000000000,45590,652000,767716318,9,2015-04-20,Not specified,32.11,2,16.06,837,"Alex Sensation, Ozuna - Que Va"
55,mzB1VGEGcSU,518340011,5119348,160442,2018-05-11,Entertainment,Not specified,0 days 00:03:51.000000000,428935,14100000,5572134719,357,2013-03-25,US,98.76,3.1,31.86,1873,Juice WRLD - Lucid Dreams (Dir. by @_ColeBennett_)
56,gl1aHhXnN1k,517618885,10709714,470958,2018-11-30,Music,Not specified,0 days 00:05:31.000000000,738394,18300000,14151827425,112,2010-10-21,Not specified,206.9,9.1,22.74,2962,"Ariana Grande - thank u, next (Official Video)"
57,sAw8aiU5Ris,515911664,1255564,109003,2016-01-16,Music,Not specified,0 days 00:04:08.000000000,33122,7560000,4424501192,160,2009-01-30,US,24.34,2.11,11.54,2542,DEL NEGOCIANTE - Los Plebes del Rancho de Ariel Camacho (Video Oficial) | DEL Records
58,5Wiio4KoGe8,515879731,2287221,81260,2017-09-28,Music,Not specified,0 days 00:03:34.000000000,43063,15000000,15235887825,122,2009-05-12,US,44.34,1.58,28.06,3061,Maroon 5 - What Lovers Do ft. SZA (Official Music Video)
59,Dsp_8Lm1eSk,515804368,1440120,79487,2009-10-03,Music,Not specified,0 days 00:03:45.000000000,55864,18900000,18006996788,166,2009-09-02,Not specified,27.92,1.54,18.13,31,Shakira - La Tortura (Official Music Video) ft. Alejandro Sanz
60,eCyMh-mZ1B0,514144135,1785254,119250,2015-07-25,Music,Not specified,0 days 00:03:30.000000000,74526,19100000,10510311559,93,2013-05-13,BR,34.72,2.32,14.97,803,Marília Mendonça - Infiel - Vídeo Oficial do DVD
61,Rj2QkLaaj2E,514167764,664258,424877,2014-10-22,Education,en,0 days 01:01:11.000000000,6130,36400000,23233502437,358,2013-02-09,IN,12.92,8.26,1.56,620,Twinkle Twinkle Little Star and Many More Videos | Popular Nursery Rhymes Collection by ChuChu TV
62,JI-5kh_4gO0,512620003,305284,208713,2011-10-07,Film & Animation,en,0 days 00:03:10.000000000,5031,3740000,4032226920,898,2010-07-26,Not specified,5.96,4.07,1.46,438,TuTiTu Toys | Phone
63,olWG6jiMV0g,512521292,0,0,2013-08-02,Education,en,0 days 00:01:46.000000000,0,36400000,23233502437,358,2013-02-09,IN,0,0,0,174,Johny Johny Yes Papa Nursery Rhyme - Cartoon Animation Rhymes & Songs for Children
64,9pdj4iJD08s,513402945,4385789,156666,2016-10-31,People & Blogs,Not specified,0 days 00:03:29.000000000,260631,36500000,9298004786,262,2016-06-29,KR,85.43,3.05,28.01,124,BLACKPINK - '불장난 (PLAYING WITH FIRE)' M/V
65,bvC_0foemLY,511953470,2394657,78748,2015-07-24,Music,Not specified,0 days 00:03:43.000000000,61771,3030000,2374539341,269,2011-02-23,Not specified,46.77,1.54,30.37,1612,Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO)
66,cVlAmP-KDT4,511235777,1000141,75004,2013-07-17,Music,Not specified,0 days 00:02:48.000000000,18448,1510000,2563065122,114,2010-02-02,Not specified,19.56,1.47,13.31,1261,Banda Los Recoditos - Mi Último Deseo (Video Oficial)
67,XQaKFU3Fh_M,512918406,1042404,580194,2011-06-17,Music,Not specified,0 days 00:02:56.000000000,9198,34300000,31545120008,888,2011-06-02,Not specified,20.32,11.31,1.8,15,La Gallina Turuleca - Canciones de la Granja de Zenón 1
68,ZaI2IlHwmgQ,511175934,2447354,76116,2009-06-17,Music,Not specified,0 days 00:03:46.000000000,87114,3940000,5640830148,73,2009-05-12,US,47.88,1.49,32.13,36,The Black Eyed Peas - Pump It (Official Music Video)
69,cIfkMBDn9ZI,509303020,394769,213357,2010-04-22,People & Blogs,Not specified,0 days 00:01:31.000000000,0,648000,513499528,30,2007-11-13,Not specified,7.75,4.19,1.85,891,Toddler Car Jacking
70,ghAvJMxE1qo,510398386,3352488,115255,2019-01-18,Music,Not specified,0 days 00:03:23.000000000,115109,2850000,5270918499,49,2014-05-06,Not specified,65.68,2.26,29.06,1718,"Sebastián Yatra, Reik - Un Año"
71,6rbX0JT98ms,509125084,584612,289842,2011-11-10,Film & Animation,es-419,0 days 00:02:06.000000000,593,10300000,7008331842,42,2011-08-02,Not specified,11.48,5.69,2.02,100,El Sapo - Gallina Pintadita 1 - Oficial - Canciones infantiles para niños y bebés
72,4ZHwu0uut3k,508111958,1608939,83943,2013-05-06,Music,Not specified,0 days 00:06:34.000000000,27077,5490000,2456774795,387,2012-12-19,Not specified,31.67,1.65,19.19,138,Tom Odell - Another Love (Zwette Edit)
73,B9Mi1-qn_PQ,508216364,1883197,152598,2017-12-08,Music,Not specified,0 days 00:03:22.000000000,48422,14200000,6146200435,271,2010-11-09,BR,37.06,3,12.35,2586,Gusttavo Lima - Apelido Carinhoso - DVD Buteco do Gusttavo Lima 2 (Vídeo Oficial)
74,os00JDq_rKk,507880292,524148,288353,2013-10-07,Entertainment,ru,0 days 00:06:43.000000000,1,29900000,24284135626,768,2011-05-31,RU,10.32,5.68,1.82,860,Маша и Медведь - Двое на одного (Серия 36)
75,SkTt9k4Y-a8,508020206,2166957,134324,2012-02-22,Music,Not specified,0 days 00:07:19.000000000,162533,7330000,3914986546,28,2009-05-12,Not specified,42.65,2.64,16.16,1016,LMFAO - Sorry For Party Rocking
76,E8gmARGvPlI,506772207,2153121,102068,2009-10-25,Music,Not specified,0 days 00:04:38.000000000,168122,487000,1034069080,61,2009-10-15,Not specified,42.49,2.01,21.14,10,Wham! - Last Christmas (Official Video)
77,-2U0Ivkn2Ds,506540604,3469032,80732,2013-11-20,Music,Not specified,0 days 00:03:52.000000000,116800,784000,567262071,85,2013-04-23,Not specified,68.48,1.59,43.07,211,"A Great Big World, Christina Aguilera - Say Something"
78,5NV6Rdv1a3I,505153394,2433807,78859,2013-04-19,Music,Not specified,0 days 00:04:09.000000000,155959,2340000,1116410129,14,2010-01-23,Not specified,48.18,1.56,30.88,1182,"Daft Punk - Get Lucky (Official Audio) ft. Pharrell Williams, Nile Rodgers"
79,HYNUAfAGrpA,504428900,718086,439980,2014-07-12,Music,Not specified,0 days 00:02:01.000000000,759,34300000,31545120008,888,2011-06-02,Not specified,14.24,8.72,1.63,1136,Estrellita donde estás? - Canciones infantiles
80,95I5VaR7GeU,505274737,1539216,206242,2016-12-21,Music,Not specified,0 days 00:02:41.000000000,60649,56000000,26744805883,4797,2014-03-12,IN,30.46,4.08,7.47,1015,Laila Main Laila | Raees | Shah Rukh Khan | Sunny Leone | Pawni Pandey | Ram Sampath
81,Bg59q4puhmg,503864294,2420800,83152,2009-10-03,Music,Not specified,0 days 00:03:48.000000000,128860,6970000,4083137302,94,2009-09-02,Not specified,48.04,1.65,29.12,31,Avril Lavigne - Girlfriend (Official Music Video)
82,CxnaPa8ohmM,503449091,2979684,142086,2014-05-28,Music,Not specified,0 days 00:03:58.000000000,94640,3810000,3415003273,141,2014-04-25,Not specified,59.19,2.82,20.99,33,G-Eazy - I Mean It (Official Music Video) ft. Remo
83,FrG4TEcSuRg,503477290,3888607,257994,2015-11-30,Music,Not specified,0 days 00:04:06.000000000,184382,13800000,7687810472,90,2010-10-04,Not specified,77.24,5.12,15.09,1883,PSY - DADDY(feat. CL of 2NE1) M/V
84,3x2ABSAMVno,502461060,2294123,104098,2014-02-28,Music,Not specified,0 days 00:03:13.000000000,45389,21700000,12682966640,535,2009-12-11,Not specified,45.66,2.07,22.06,1540,David Guetta - Shot Me Down ft. Skylar Grey (Lyric Video)
85,OHUktPPdTaM,502045174,886417,468681,2016-06-08,Music,Not specified,0 days 00:09:01.000000000,7448,17800000,8729409382,378,2009-07-07,CO,17.66,9.34,1.89,2528,"LA RISA DE LAS VOCALES, canciones infantiles - Toy Cantando"
86,YxIiPLVR6NA,500577634,2999171,90862,2013-11-01,Music,Not specified,0 days 00:04:19.000000000,154048,11100000,7122590099,135,2011-11-29,Not specified,59.91,1.82,32.92,703,Avicii - Hey Brother (Lyric)
87,bjgFH01k0gU,500404971,1325890,85744,2012-04-06,Music,Not specified,0 days 00:04:27.000000000,80345,7100000,7028690099,101,2009-09-02,Not specified,26.5,1.71,15.5,947,Jennifer Lopez - Dance Again ft. Pitbull
88,3rgwIp6D3ow,500062932,1386010,66099,2012-08-17,Music,Not specified,0 days 00:04:56.000000000,61746,2970000,3929821552,54,2009-05-12,Not specified,27.72,1.32,21,1193,"Wisin & Yandel - Algo Me Gusta De Ti ft. Chris Brown, T-Pain"
89,C-u5WLJ9Yk4,500528106,2400535,101244,2009-10-25,Music,Not specified,0 days 00:03:57.000000000,120618,5030000,5415939261,106,2009-10-15,Not specified,47.96,2.02,23.74,10,Britney Spears - ...Baby One More Time (Official Video)
90,ErvgV4P6Fzc,500029318,1812907,90735,2009-10-08,Music,Not specified,0 days 00:05:57.000000000,65199,4740000,4947201402,39,2009-05-12,Not specified,36.26,1.81,20.03,149,Guns N' Roses - Patience
91,ytQ5CYE1VZw,500058120,3102455,124773,2015-09-17,Entertainment,Not specified,0 days 00:04:59.000000000,104276,1550000,1387888339,10,2011-08-31,Not specified,62.04,2.5,24.82,1478,Eminem - Till I Collapse [HD]
92,SB8-YY2DyHI,498923889,1063131,84250,2014-09-09,Music,Not specified,0 days 00:03:04.000000000,28875,2790000,2509077004,22,2010-06-01,US,21.31,1.69,12.61,1561,Plan B - Mi Vecinita
93,G0Hx6uN2AJE,499215976,3181152,214977,2018-09-24,Music,Not specified,0 days 00:03:11.000000000,151964,34400000,14053110413,2628,2009-09-02,IN,63.72,4.31,14.78,3309,Harrdy Sandhu - Kya Baat Ay | Jaani | B Praak |  Arvindr Khaira | Official Music Video
94,pnMQLrS5sTE,498936019,2554984,259744,2018-06-06,Music,Not specified,0 days 00:04:03.000000000,170904,142000000,111947514637,14447,2006-03-13,IN,51.21,5.21,9.83,4468,Guru Randhawa: MADE IN INDIA | Bhushan Kumar | DirectorGifty | Elnaaz Norouzi | Vee
95,F0rwOsAteXM,498639942,1819812,67440,2010-09-22,Music,Not specified,0 days 00:04:18.000000000,50713,4480000,3184063344,183,2010-09-20,Not specified,36.5,1.35,27.04,2,Pablo Alborán - Solamente Tú (Videoclip Oficial)
96,0O4CLgXvbjU,498962631,971945,124875,2010-09-02,Music,Not specified,0 days 00:07:00.000000000,50693,3660000,3651895621,251,2009-10-15,Not specified,19.48,2.5,7.79,322,Juan Gabriel - Así Fue (En Vivo [Desde el Instituto Nacional de Bellas Artes])
97,rywUS-ohqeE,498488348,1938670,63205,2009-10-03,Music,Not specified,0 days 00:04:08.000000000,56672,2450000,2178913362,177,2009-09-02,Not specified,38.89,1.27,30.62,31,Alicia Keys - No One (Official Video)
98,ejvdjIzHh_E,497346812,1034888,622174,2017-11-18,Music,es-419,0 days 00:07:21.000000000,0,21700000,12248252136,299,2013-06-06,AR,20.81,12.51,1.66,1626,10 Huevos Sorpresa de Pollitos Pío de Colores en La Granja de Zenón | La Granja de Zenón
99,GZjt_sA2eso,498313396,6493252,118455,2016-05-15,Music,Not specified,0 days 00:03:37.000000000,424760,37200000,9644770770,392,2008-06-04,KR,130.3,2.38,54.75,2902,BTS (방탄소년단) 'Save ME' Official MV
0,cOXXbMB5L4A,497027822,963897,111047,2016-08-11,Music,th,0 days 00:04:19.000000000,83417,2530000,1236102428,108,2010-03-30,TH,19.39,2.23,8.7,2326,คำแพง - แซ็ค ชุมแพ [Official Audio]
1,JmcA9LIIXWw,497170497,1553439,84340,2009-02-28,Music,Not specified,0 days 00:03:56.000000000,71707,176000,642815257,12,2010-09-01,Not specified,31.25,1.7,18.38,-550,Culture Club - Karma Chameleon (Official Video)
2,p2Rch6WvPJE,497185381,1847320,81312,2009-10-25,Music,Not specified,0 days 00:04:33.000000000,53192,1040000,1039924036,45,2009-05-12,Not specified,37.16,1.64,22.66,166,Toni Braxton - Un-Break My Heart (Official Music Video)
0,dISNgvVpWlo,497603179,4703243,180964,2016-08-08,People & Blogs,Not specified,0 days 00:03:51.000000000,245393,36500000,9298004786,262,2016-06-29,KR,94.52,3.64,25.97,40,BLACKPINK - '휘파람'(WHISTLE) M/V
1,vIaH35-MLsk,496570392,3072542,103575,2009-12-13,Music,Not specified,0 days 00:05:03.000000000,103503,3590000,3406795759,43,2009-05-12,Not specified,61.88,2.09,29.61,215,Akon - Right Now (Na Na Na) (Official Video)
0,2dg9oc78Kv4,495683961,1245281,92915,2015-08-26,Music,Not specified,0 days 00:05:43.000000000,55183,11800000,9902960791,1100,2008-03-09,TH,25.12,1.87,13.43,2726,เชือกวิเศษ - LABANOON「Official MV」
1,wlS6Ix7mA0w,496309009,3374299,185945,2017-11-20,Music,en,0 days 00:03:20.000000000,123812,14100000,4691621160,59,2011-11-02,Not specified,67.99,3.75,18.13,2210,Anitta & J Balvin - Downtown (Official Music Video)
2,7qix3jy5QdA,495806224,1457033,134883,2018-07-13,Music,Not specified,0 days 00:03:46.000000000,38155,1730000,2546667554,168,2009-09-02,Not specified,29.39,2.72,10.81,3236,"Silvestre Dangond, Natti Natasha - Justicia (Official Video)"
3,6JnGBs88sL0,495546992,1977345,66098,2009-06-16,Music,Not specified,0 days 00:03:57.000000000,69369,831000,1326764070,64,2009-05-12,Not specified,39.9,1.33,30,35,Nelly Furtado - Say It Right (Official Music Video)
4,bpOR_HuHRNs,495147788,1648013,53310,2012-02-09,Music,Not specified,0 days 00:03:55.000000000,73624,4890000,2939999857,128,2007-10-29,Not specified,33.28,1.08,30.81,1564,Flo Rida - Wild Ones ft. Sia [Official Video]
5,omzk3klIy0E,494667229,4456065,450817,2017-07-30,Music,Not specified,0 days 00:02:47.000000000,314021,13400000,7255854033,349,2009-04-30,US,90.08,9.11,9.89,3013,Major Lazer - Sua Cara (Feat. Anitta & Pabllo Vittar) (Official Music Video)
6,3VmoZrxXbmg,494768441,962294,86250,2014-10-17,Music,Not specified,0 days 00:04:58.000000000,20538,2570000,3496626202,93,2009-09-02,Not specified,19.45,1.74,11.18,1871,Marc Anthony - Flor Pálida (Official Video)
7,J3UjJ4wKLkg,493719951,1607871,64885,2009-11-30,Music,Not specified,0 days 00:03:51.000000000,53593,25700000,15280539416,106,2009-05-12,US,32.57,1.31,24.86,202,Rihanna - Take A Bow (Official Music Video)
8,KV2ssT8lzj8,493450912,2345536,95931,2010-09-29,Music,Not specified,0 days 00:05:15.000000000,187435,25600000,14852140829,86,2009-05-12,Not specified,47.53,1.94,24.5,505,Eminem - No Love (Explicit Version) ft. Lil Wayne
