tag_count,is_answered,is_closed,view_count,answer_count,last_edit_date,score,percentage
2,0,1.0,5,0,0,0,8.5
2,1,1.0,34,2,1,0,21.2
4,1,1.0,100,1,1,1,41.4
2,0,1.0,27,1,1,0,12.1
3,0,1.0,7,1,0,0,12.1
3,1,1.0,27,1,0,0,23.1
4,0,1.0,8,0,0,0,11.4
3,0,1.0,11,0,0,0,11.3
1,0,0.0,21,0,1,0,12.3
2,1,1.0,14,1,0,0,18.2
1,0,1.0,17,1,1,0,8.1
4,0,1.0,10,0,1,0,7.0
3,0,1.0,31,1,1,0,14.299999999999999
2,1,1.0,100,1,1,4,40.6
3,0,1.0,24,0,1,1,10.6
3,1,1.0,100,2,0,1,47.4
4,0,1.0,7,0,0,0,11.1
5,1,1.0,47,1,0,0,31.1
1,0,1.0,15,1,0,1,12.9
2,0,1.0,4,0,0,0,8.2
3,0,1.0,22,1,1,1,12.0
1,0,1.0,24,2,1,0,12.2
3,0,0.0,31,2,1,0,21.299999999999997
4,0,1.0,9,1,0,1,14.1
5,0,1.0,8,0,0,0,12.4
2,1,1.0,100,4,1,21,53.4
2,1,1.0,63,1,1,0,27.9
3,1,1.0,100,2,1,2,42.8
2,0,1.0,100,1,0,1,39.4
2,0,1.0,18,1,1,0,9.399999999999999
2,1,1.0,86,1,1,1,35.199999999999996
2,0,1.0,14,1,0,0,13.2
2,1,1.0,100,3,1,23,52.2
3,0,1.0,6,1,0,0,11.8
5,0,1.0,4,0,0,0,11.2
1,0,1.0,11,0,0,0,9.3
2,0,1.0,8,0,0,0,9.4
5,0,1.0,16,0,0,0,14.8
2,0,1.0,16,0,0,0,11.8
3,0,1.0,19,0,1,0,8.7
2,1,1.0,16,1,0,0,18.8
2,1,1.0,100,1,1,11,43.4
3,0,1.0,38,1,0,0,21.4
5,0,1.0,5,0,0,0,11.5
3,0,1.0,17,0,1,0,8.1
3,0,1.0,28,0,1,0,11.4
3,0,1.0,15,0,0,0,12.5
4,0,1.0,12,1,0,0,14.6
3,0,1.0,17,1,1,0,10.1
5,0,1.0,27,0,0,0,18.1
2,0,0.0,16,0,1,0,11.8
2,0,1.0,9,0,0,0,9.7
4,0,1.0,6,0,0,0,10.8
2,1,1.0,14,1,0,0,18.2
2,0,0.0,26,0,0,0,19.8
2,0,1.0,33,1,1,1,14.3
3,0,1.0,26,1,1,0,12.8
4,0,1.0,18,1,0,0,16.4
5,0,1.0,12,0,0,0,13.6
2,1,1.0,100,5,0,4,53.6
4,1,1.0,100,1,1,0,41.0
2,0,1.0,8,0,0,0,9.4
5,0,1.0,12,1,0,0,15.6
1,0,1.0,24,1,1,1,10.6
5,0,1.0,33,4,0,0,27.9
2,0,1.0,8,0,0,0,9.4
1,1,1.0,25,2,0,0,22.5
3,0,1.0,32,2,1,1,17.0
3,0,1.0,38,1,0,0,21.4
3,1,1.0,41,2,1,2,25.099999999999998
5,0,1.0,20,2,0,0,20.0
4,0,1.0,16,0,0,0,13.8
2,0,1.0,16,1,0,0,13.8
2,0,1.0,9,0,1,0,4.699999999999999
2,1,1.0,14,3,0,1,22.599999999999998
3,0,1.0,6,0,0,0,9.8
2,1,1.0,100,5,0,17,58.8
3,0,1.0,5,0,0,0,9.5
2,1,1.0,100,2,1,0,41.0
2,0,0.0,10,0,0,0,15.0
1,1,1.0,100,5,1,17,52.8
5,1,1.0,30,1,0,0,26.0
4,1,1.0,43,2,1,3,27.099999999999998
2,0,1.0,8,0,0,0,9.4
5,0,1.0,20,0,1,0,11.0
3,1,1.0,17,2,1,0,17.1
4,0,1.0,8,1,0,0,13.4
5,0,0.0,12,0,1,0,13.6
1,0,1.0,5,0,0,0,7.5
4,1,1.0,100,3,1,6,47.4
2,0,1.0,5,0,0,0,8.5
3,0,1.0,36,1,1,0,15.799999999999999
4,0,1.0,43,1,1,2,19.7
5,0,1.0,8,0,0,0,12.4
4,0,1.0,8,1,0,0,13.4
3,1,1.0,42,1,0,0,27.6
1,0,1.0,7,0,0,0,8.1
3,0,1.0,47,0,0,5,24.1
1,0,0.0,33,0,1,1,16.3
3,1,1.0,100,2,1,2,42.8
4,0,1.0,42,2,1,0,20.6
5,0,1.0,7,0,0,0,12.1
1,0,1.0,13,1,1,0,6.9
4,0,1.0,37,0,1,0,15.1
3,0,1.0,64,1,1,0,24.2
2,1,1.0,100,3,1,3,44.2
3,0,1.0,12,1,1,0,8.6
4,1,1.0,34,1,1,0,21.2
4,0,1.0,18,1,0,0,16.4
3,0,0.0,13,0,0,0,16.9
5,1,1.0,32,2,0,1,29.0
2,0,1.0,5,0,0,0,8.5
3,0,1.0,24,0,1,0,10.2
5,0,1.0,32,1,1,0,16.6
5,1,1.0,46,2,1,0,27.799999999999997
2,0,1.0,14,0,1,0,6.2
2,0,1.0,10,0,1,0,5.0
3,1,1.0,100,2,1,2,42.8
2,1,1.0,100,2,1,1,41.4
2,0,1.0,18,1,0,0,14.399999999999999
3,0,1.0,6,0,0,0,9.8
3,0,1.0,14,0,1,0,7.2
5,0,1.0,21,0,1,2,12.100000000000001
4,1,1.0,100,1,1,0,41.0
4,0,1.0,12,1,0,0,14.6
3,1,1.0,25,2,1,1,19.9
2,0,1.0,4,0,0,0,8.2
3,0,1.0,25,0,1,1,10.9
3,0,1.0,7,0,0,0,10.1
1,1,1.0,40,2,1,2,22.8
3,1,1.0,30,2,0,2,26.8
5,1,1.0,32,1,1,0,21.6
3,0,1.0,18,1,0,0,15.399999999999999
5,0,1.0,100,1,1,0,37.0
3,1,1.0,15,1,0,0,19.5
1,0,0.0,20,0,1,0,12.0
5,0,1.0,13,0,0,0,13.9
1,1,0.0,17,1,0,0,23.1
1,0,1.0,5,0,0,0,7.5
2,0,1.0,13,1,0,1,13.3
2,0,1.0,29,0,0,0,15.7
2,0,1.0,42,1,1,3,17.8
5,1,1.0,18,1,0,1,22.799999999999997
1,1,1.0,18,3,0,0,22.4
5,1,1.0,18,1,0,1,22.799999999999997
5,0,1.0,11,1,0,0,15.3
4,0,1.0,12,0,0,0,12.6
3,0,1.0,10,0,0,0,11.0
4,0,1.0,6,0,0,0,10.8
2,0,1.0,11,1,0,1,12.700000000000001
1,0,1.0,10,1,0,0,11.0
1,0,1.0,10,1,0,0,11.0
3,0,1.0,4,0,0,0,9.2
2,1,1.0,24,1,1,0,16.2
4,0,1.0,11,0,0,0,12.3
2,0,1.0,31,1,1,0,13.299999999999999
3,1,1.0,100,2,0,0,47.0
2,1,1.0,19,3,1,1,19.099999999999998
2,0,1.0,34,0,1,0,12.2
1,0,1.0,12,1,0,0,11.6
5,1,1.0,100,2,1,10,48.0
1,0,1.0,5,0,0,0,7.5
2,1,1.0,22,2,0,0,22.6
2,0,1.0,17,1,0,0,14.1
5,0,1.0,12,0,0,0,13.6
5,0,1.0,11,0,0,0,13.3
4,0,1.0,22,0,1,0,10.6
3,0,1.0,14,0,1,0,7.2
5,0,1.0,11,0,0,0,13.3
2,0,1.0,6,0,1,0,3.8
3,0,0.0,13,0,0,0,16.9
5,1,1.0,30,2,0,0,28.0
4,0,1.0,5,0,0,0,10.5
4,0,1.0,18,0,0,1,14.799999999999999
3,0,1.0,10,0,0,0,11.0
4,0,0.0,20,1,1,0,17.0
1,0,1.0,8,1,0,0,10.4
2,1,1.0,100,2,0,5,48.0
3,0,1.0,14,1,0,0,14.2
3,0,1.0,5,0,0,0,9.5
2,0,1.0,44,2,0,0,24.2
3,0,1.0,10,0,1,0,6.0
3,1,1.0,35,1,1,2,21.3
2,1,1.0,100,1,0,0,44.0
3,0,1.0,21,1,1,2,12.100000000000001
2,0,1.0,4,0,0,0,8.2
4,0,1.0,8,0,0,0,11.4
2,0,0.0,6,0,0,0,13.8
2,0,1.0,7,0,0,0,9.1
3,0,1.0,13,0,1,0,6.9
3,1,1.0,22,1,0,1,22.0
5,0,1.0,17,0,1,0,10.1
4,1,1.0,100,4,1,6,49.4
5,0,1.0,40,2,0,0,26.0
3,0,1.0,6,0,0,0,9.8
4,0,1.0,100,0,0,0,39.0
5,1,1.0,100,2,1,6,46.4
4,0,1.0,14,0,0,0,13.2
4,1,1.0,19,2,1,0,18.7
2,0,1.0,10,0,0,0,10.0
1,0,1.0,11,0,0,0,9.3
3,0,1.0,9,1,0,0,12.7
3,0,1.0,28,0,1,0,11.4
4,1,1.0,100,1,0,2,46.8
5,0,1.0,28,1,1,0,15.4
1,0,1.0,9,0,0,0,8.7
1,0,1.0,11,0,1,0,4.3
5,0,1.0,10,0,0,0,13.0
5,0,1.0,25,0,0,0,17.5
2,0,1.0,21,1,0,0,15.3
5,1,1.0,100,5,1,25,60.0
5,0,1.0,35,0,1,0,15.5
3,0,1.0,8,0,1,0,5.4
1,0,1.0,40,1,1,2,15.8
2,0,1.0,48,2,1,0,20.4
4,0,1.0,100,0,1,2,34.8
2,0,0.0,14,0,1,0,11.2
3,1,0.0,35,1,1,0,25.5
3,0,1.0,13,1,0,0,13.9
2,0,1.0,9,0,0,0,9.7
3,0,1.0,10,0,1,0,6.0
3,0,1.0,9,0,0,0,10.7
1,1,1.0,51,2,1,1,25.699999999999996
1,0,1.0,6,0,0,0,7.8
5,0,1.0,33,1,1,0,16.9
2,0,1.0,17,1,1,0,9.1
2,0,0.0,24,0,0,0,19.2
2,1,1.0,100,2,1,1,41.4
2,0,1.0,6,0,0,0,8.8
1,1,1.0,19,1,0,0,18.7
2,1,1.0,61,3,1,2,32.1
1,0,1.0,8,0,0,0,8.4
4,1,1.0,15,1,0,0,20.5
2,1,1.0,10,1,0,0,17.0
2,0,1.0,12,0,1,0,5.6
4,0,1.0,30,1,1,0,15.0
2,0,1.0,9,0,0,0,9.7
1,1,1.0,100,5,1,61,70.4
2,0,0.0,19,0,1,0,12.7
2,1,1.0,38,1,0,1,25.799999999999997
4,1,1.0,100,4,1,26,57.4
2,0,1.0,11,0,1,0,5.3
5,0,1.0,18,1,0,0,17.4
3,1,1.0,12,1,0,0,18.6
2,0,1.0,7,0,0,0,9.1
2,1,1.0,100,5,1,5,49.0
1,1,1.0,19,1,1,0,13.7
1,0,1.0,9,0,0,0,8.7
3,1,1.0,78,1,1,3,34.6
2,0,1.0,7,0,0,0,9.1
3,0,1.0,12,1,0,0,13.6
3,1,1.0,78,1,1,3,34.6
2,0,1.0,7,0,0,0,9.1
3,0,1.0,12,1,0,0,13.6
3,1,1.0,100,5,1,2,48.8
3,0,1.0,20,1,0,0,16.0
3,0,1.0,23,1,1,0,11.899999999999999
1,0,1.0,29,2,1,1,14.1
3,0,1.0,6,0,0,0,9.8
3,1,1.0,30,2,1,0,21.0
3,0,0.0,21,1,0,0,21.3
4,1,1.0,100,2,0,8,51.2
2,0,1.0,84,2,0,0,36.2
2,0,1.0,11,0,0,0,10.3
3,0,1.0,16,0,1,0,7.8
5,0,1.0,40,0,1,0,17.0
2,0,1.0,7,0,0,0,9.1
5,1,1.0,34,2,1,0,24.2
1,0,1.0,20,0,1,0,7.0
4,0,1.0,31,2,1,0,17.299999999999997
4,1,1.0,15,1,0,0,20.5
3,0,1.0,10,0,0,0,11.0
1,0,0.0,7,0,0,0,13.1
3,0,0.0,13,0,0,1,17.299999999999997
4,0,1.0,13,0,1,0,7.9
2,0,1.0,21,1,0,0,15.3
2,0,1.0,29,0,1,0,10.7
1,1,1.0,40,1,1,0,20.0
2,0,1.0,6,0,1,0,3.8
3,0,1.0,100,1,1,0,35.0
5,1,1.0,24,1,1,0,19.2
1,0,1.0,5,0,0,0,7.5
3,0,1.0,3,0,0,0,8.9
3,1,1.0,39,1,1,2,22.5
3,0,1.0,24,1,1,1,12.6
4,1,1.0,100,4,1,0,47.0
5,0,1.0,12,0,0,1,14.0
2,0,1.0,15,0,1,0,6.5
1,0,1.0,8,0,0,0,8.4
2,1,1.0,28,2,0,0,24.4
2,1,1.0,100,2,0,1,46.4
2,0,1.0,17,1,1,0,9.1
3,1,1.0,100,1,1,0,40.0
2,1,1.0,33,2,0,3,27.099999999999998
3,1,1.0,100,5,1,1,48.4
3,0,1.0,3,0,0,0,8.9
5,0,1.0,16,1,0,1,17.2
4,0,0.0,20,0,0,0,20.0
5,1,1.0,33,2,1,1,24.299999999999997
3,1,1.0,100,5,1,10,52.0
1,0,1.0,60,1,1,0,21.0
4,0,1.0,7,0,0,0,11.1
3,0,1.0,37,1,0,0,21.1
2,1,1.0,11,1,0,0,17.3
5,0,1.0,9,0,0,0,12.7
2,0,0.0,17,0,1,0,12.1
4,0,1.0,28,1,1,0,14.4
1,1,1.0,100,3,0,16,53.4
3,0,1.0,13,0,0,0,11.9
3,0,1.0,7,0,0,0,10.1
3,0,1.0,15,1,1,0,9.5
2,0,1.0,4,0,0,0,8.2
5,0,1.0,4,0,0,0,11.2
3,1,1.0,100,5,0,58,76.2
3,0,1.0,5,0,0,0,9.5
3,1,1.0,100,3,1,8,47.2
5,0,1.0,16,0,1,0,9.8
5,1,1.0,17,1,0,0,22.1
2,1,1.0,26,1,0,1,22.2
3,1,1.0,100,5,1,100,88.0
3,0,1.0,15,0,0,0,12.5
3,1,1.0,33,2,1,1,22.299999999999997
2,0,1.0,4,0,0,0,8.2
2,0,1.0,5,0,0,0,8.5
5,0,1.0,14,1,0,1,16.599999999999998
5,0,1.0,10,1,0,0,15.0
4,0,1.0,8,0,1,0,6.4
2,0,1.0,10,1,0,0,12.0
1,0,1.0,4,0,0,0,7.2
3,1,1.0,37,1,1,1,21.5
5,0,1.0,100,1,1,1,37.4
4,0,1.0,12,0,0,0,12.6
4,0,1.0,100,1,0,0,41.0
3,1,1.0,33,2,1,0,21.9
3,0,1.0,69,1,1,0,25.7
1,0,1.0,4,0,0,0,7.2
2,0,1.0,100,1,1,1,34.4
2,1,1.0,10,1,0,0,17.0
5,1,1.0,14,1,0,1,21.599999999999998
2,0,1.0,27,1,1,0,12.1
2,0,0.0,37,0,1,0,18.1
2,0,1.0,15,0,1,0,6.5
1,1,1.0,57,3,1,0,29.099999999999998
4,1,1.0,100,5,1,7,51.8
2,0,1.0,11,1,0,0,12.3
4,0,1.0,6,0,0,0,10.8
2,0,0.0,9,0,0,0,14.7
5,0,0.0,17,0,1,0,15.1
2,1,1.0,100,2,0,2,46.8
3,0,1.0,6,0,0,0,9.8
2,0,1.0,14,1,0,0,13.2
3,0,1.0,6,0,0,0,9.8
2,0,1.0,14,1,0,0,13.2
4,0,1.0,16,0,1,0,8.8
1,0,1.0,43,1,1,0,15.9
1,0,1.0,5,0,0,0,7.5
3,1,1.0,100,2,1,6,44.4
4,0,1.0,6,0,0,0,10.8
3,0,1.0,35,0,1,0,13.5
2,1,0.0,100,2,1,2,46.8
3,0,1.0,18,1,1,0,10.399999999999999
3,0,0.0,11,0,0,0,16.3
4,0,1.0,10,0,0,0,12.0
3,0,1.0,12,0,0,0,11.6
4,0,1.0,6,0,1,0,5.8
2,1,1.0,100,5,1,63,72.2
5,1,1.0,100,4,1,3,49.2
5,0,1.0,15,1,1,0,11.5
4,1,1.0,100,5,1,100,89.0
2,1,1.0,25,1,1,0,16.5
2,0,0.0,22,0,1,0,13.6
2,0,1.0,18,1,0,1,14.799999999999999
4,0,0.0,19,0,0,0,19.7
5,0,1.0,21,1,1,0,13.3
5,0,1.0,26,1,1,0,14.8
2,0,1.0,8,1,0,0,11.4
1,0,0.0,93,0,0,0,38.9
2,0,1.0,5,0,0,0,8.5
4,0,1.0,22,0,1,0,10.6
3,0,1.0,14,1,1,0,9.2
2,0,1.0,15,1,0,1,13.9
2,0,1.0,100,3,1,4,39.6
1,0,1.0,3,0,0,0,6.9
5,0,1.0,25,0,1,0,12.5
2,0,1.0,100,1,1,0,34.0
3,0,1.0,26,1,1,1,13.200000000000001
3,0,1.0,28,1,1,1,13.8
3,0,1.0,21,0,1,0,9.3
4,0,1.0,15,0,1,0,8.5
2,1,1.0,24,1,1,0,16.2
3,0,1.0,27,1,0,0,18.1
3,0,1.0,7,1,0,0,12.1
2,1,1.0,29,3,0,0,26.7
2,0,1.0,12,1,0,1,13.0
1,1,1.0,100,3,0,54,68.6
3,0,1.0,48,2,0,0,26.4
4,0,1.0,9,0,0,0,11.7
3,0,1.0,25,1,1,0,12.5
3,1,1.0,100,4,1,27,56.8
3,0,1.0,23,2,0,0,18.9
2,1,1.0,9,1,0,1,17.099999999999998
1,0,1.0,8,0,1,0,3.4
2,1,1.0,100,3,0,0,48.0
2,0,1.0,10,1,0,0,12.0
2,1,1.0,100,1,1,8,42.2
1,0,1.0,18,0,0,0,11.399999999999999
3,0,1.0,8,0,1,0,5.4
2,0,1.0,10,0,0,0,10.0
1,0,1.0,53,0,1,1,17.299999999999997
5,0,1.0,17,0,1,1,10.5
5,0,1.0,12,0,0,1,14.0
3,0,1.0,8,0,0,0,10.4
2,1,0.0,25,1,0,0,26.5
4,1,1.0,21,1,1,2,18.1
3,0,1.0,13,0,0,0,11.9
3,1,1.0,100,5,0,7,55.8
1,1,1.0,100,5,0,100,91.0
4,1,1.0,100,2,0,0,48.0
2,0,1.0,17,0,0,0,12.1
3,0,0.0,16,0,1,0,12.8
4,0,1.0,30,2,1,0,17.0
4,1,1.0,100,5,1,8,52.2
2,0,1.0,14,0,1,0,6.2
2,0,1.0,10,0,0,0,10.0
4,0,1.0,16,0,1,0,8.8
2,0,0.0,6,0,0,0,13.8
4,1,1.0,97,1,0,0,45.099999999999994
2,1,1.0,18,1,0,0,19.4
3,0,0.0,81,0,0,1,37.699999999999996
2,1,1.0,41,2,1,0,23.299999999999997
5,1,1.0,70,1,1,0,33.0
2,0,1.0,6,0,0,0,8.8
3,0,1.0,36,1,0,2,21.599999999999998
2,0,1.0,13,0,0,0,10.9
5,0,1.0,13,0,1,0,8.9
4,1,1.0,100,5,1,64,74.6
1,0,1.0,3,0,0,0,6.9
2,1,1.0,22,1,1,0,15.6
2,0,1.0,5,0,0,0,8.5
3,0,1.0,14,2,0,1,16.599999999999998
2,0,1.0,7,0,0,0,9.1
2,1,1.0,100,3,1,0,43.0
3,1,1.0,19,2,0,1,23.099999999999998
5,1,1.0,100,5,1,11,54.4
5,0,1.0,6,0,0,0,11.8
1,0,1.0,7,0,0,0,8.1
3,0,1.0,12,1,0,0,13.6
2,1,1.0,49,1,1,0,23.7
2,0,1.0,19,0,1,0,7.7
4,0,1.0,11,0,0,0,12.3
2,0,0.0,12,0,1,0,10.6
2,0,1.0,12,0,1,1,6.0
5,0,1.0,9,0,0,0,12.7
1,1,1.0,64,2,1,6,31.6
3,0,1.0,5,0,0,0,9.5
5,0,1.0,17,1,1,0,12.1
4,0,1.0,7,0,0,0,11.1
4,0,1.0,5,0,0,0,10.5
2,0,0.0,30,3,1,0,22.0
3,1,1.0,23,1,1,0,16.9
3,1,1.0,14,2,0,0,21.2
2,1,1.0,17,1,0,0,19.1
4,0,1.0,18,0,1,0,9.399999999999999
4,0,1.0,9,1,0,0,13.7
1,0,1.0,4,0,0,0,7.2
3,0,1.0,12,0,0,0,11.6
4,0,1.0,18,1,0,2,17.2
2,0,1.0,29,0,1,0,10.7
2,0,1.0,18,1,1,0,9.399999999999999
2,0,1.0,17,1,0,0,14.1
3,0,1.0,5,0,0,1,9.9
1,0,1.0,6,0,0,0,7.8
4,0,1.0,15,0,0,0,13.5
3,0,1.0,12,1,1,1,9.0
2,0,1.0,24,1,1,0,11.2
2,1,1.0,20,1,1,0,15.0
2,1,1.0,21,2,1,0,17.3
4,1,1.0,100,5,1,49,68.6
2,0,1.0,4,0,0,0,8.2
4,0,1.0,18,1,0,0,16.4
4,0,1.0,6,0,0,0,10.8
2,0,1.0,16,0,0,0,11.8
2,0,1.0,100,2,1,0,36.0
4,1,1.0,20,1,0,0,22.0
3,0,1.0,14,0,0,0,12.2
5,0,1.0,6,0,0,0,11.8
2,1,1.0,27,1,0,0,22.1
3,0,1.0,18,1,0,0,15.399999999999999
3,0,1.0,17,0,1,0,8.1
5,0,1.0,8,0,1,0,7.4
3,0,1.0,82,1,0,0,34.599999999999994
3,1,1.0,25,1,1,0,17.5
5,0,1.0,6,0,0,0,11.8
5,0,1.0,100,2,1,0,39.0
2,0,1.0,6,0,1,0,3.8
2,1,1.0,41,4,1,0,27.299999999999997
4,0,1.0,9,0,0,0,11.7
3,0,1.0,9,0,0,1,11.1
3,0,1.0,23,1,1,2,12.7
5,0,1.0,59,0,1,0,22.7
2,0,1.0,11,1,0,0,12.3
2,0,1.0,19,0,1,0,7.7
2,0,0.0,25,1,0,0,21.5
4,0,1.0,7,0,0,0,11.1
2,1,1.0,32,3,0,0,27.6
5,0,1.0,100,2,0,1,44.4
5,1,1.0,26,1,0,2,25.6
5,0,1.0,3,0,0,0,10.9
1,0,1.0,7,0,0,0,8.1
4,0,1.0,3,0,0,0,9.9
3,0,1.0,10,0,0,0,11.0
4,1,1.0,100,1,0,0,46.0
1,0,1.0,8,1,0,0,10.4
4,0,1.0,100,1,0,2,41.8
5,0,1.0,4,0,0,0,11.2
3,0,1.0,13,0,1,0,6.9
3,0,1.0,4,0,0,0,9.2
4,1,1.0,57,2,0,0,35.099999999999994
3,0,1.0,20,1,0,0,16.0
4,1,1.0,100,5,1,10,53.0
3,0,1.0,9,0,0,0,10.7
5,0,1.0,13,0,0,0,13.9
3,0,1.0,9,0,1,0,5.699999999999999
3,0,1.0,10,0,1,0,6.0
4,0,1.0,59,1,1,0,23.7
3,0,1.0,34,1,0,0,20.2
3,0,1.0,100,2,0,0,42.0
2,1,1.0,21,1,0,0,20.3
3,0,1.0,9,0,0,0,10.7
3,0,1.0,11,0,1,1,6.7
1,1,1.0,100,5,1,0,46.0
3,0,1.0,5,0,0,0,9.5
2,0,1.0,31,1,1,0,13.299999999999999
4,1,1.0,100,3,1,3,46.2
1,1,1.0,18,1,1,1,13.799999999999999
3,0,1.0,7,0,0,0,10.1
2,0,1.0,4,0,0,1,8.6
1,0,1.0,31,0,1,0,10.299999999999999
1,1,1.0,19,1,0,1,19.099999999999998
3,1,1.0,100,1,1,2,40.8
2,1,1.0,33,2,1,1,21.299999999999997
4,0,1.0,10,1,0,0,14.0
3,0,1.0,18,1,0,0,15.399999999999999
3,1,1.0,45,2,0,2,31.3
3,0,1.0,21,0,0,0,14.3
3,1,1.0,22,1,0,1,22.0
3,0,1.0,36,1,0,1,21.199999999999996
4,0,1.0,3,0,0,0,9.9
2,1,1.0,25,5,1,0,24.5
2,1,1.0,27,1,1,0,17.1
1,1,1.0,16,1,1,1,13.200000000000001
4,1,1.0,16,1,0,0,20.8
4,0,1.0,100,1,1,0,36.0
4,0,1.0,7,0,0,0,11.1
3,0,1.0,6,0,0,0,9.8
5,1,1.0,30,1,0,0,26.0
2,0,1.0,22,0,0,0,13.6
5,1,0.0,30,2,1,0,28.0
3,0,1.0,10,0,0,0,11.0
2,1,1.0,100,5,1,42,63.8
3,0,1.0,16,1,1,0,9.8
5,1,1.0,100,5,1,100,90.0
3,0,1.0,34,3,1,0,19.2
5,0,1.0,10,1,1,0,10.0
4,1,1.0,100,2,0,4,49.6
2,0,1.0,50,0,1,0,17.0
2,0,1.0,10,0,0,0,10.0
2,0,1.0,30,3,1,0,17.0
2,0,1.0,5,0,0,0,8.5
2,0,1.0,15,0,1,0,6.5
3,0,1.0,30,0,1,0,12.0
4,0,1.0,10,0,0,0,12.0
5,0,1.0,27,0,1,0,13.1
3,1,1.0,100,2,0,0,47.0
4,0,1.0,87,2,0,2,39.89999999999999
1,0,1.0,4,0,0,0,7.2
3,1,1.0,100,5,1,96,86.4
3,1,1.0,100,4,1,5,48.0
4,0,1.0,29,2,1,2,17.5
2,0,1.0,11,0,1,0,5.3
1,0,1.0,6,1,0,0,9.8
4,0,1.0,12,1,1,0,9.6
4,0,1.0,48,1,1,0,20.4
2,0,1.0,16,1,1,1,9.200000000000001
4,0,1.0,12,0,0,0,12.6
4,1,1.0,42,1,0,2,29.400000000000002
1,0,1.0,16,1,1,0,7.8
2,0,1.0,9,0,0,0,9.7
5,0,1.0,6,0,0,0,11.8
2,0,1.0,91,1,0,0,36.3
2,0,1.0,5,0,0,0,8.5
4,1,1.0,100,3,1,3,46.2
4,0,1.0,9,0,0,0,11.7
3,0,1.0,11,1,0,0,13.3
2,1,1.0,46,1,1,0,22.799999999999997
1,0,1.0,23,1,0,0,14.899999999999999
1,1,1.0,100,2,1,0,40.0
2,1,1.0,28,1,0,1,22.799999999999997
3,0,1.0,27,0,0,0,16.1
4,1,1.0,54,1,1,0,27.2
3,1,1.0,23,3,1,0,20.9
3,0,1.0,5,0,0,0,9.5
3,1,1.0,100,2,0,9,50.6
4,0,1.0,21,0,1,0,10.3
2,1,1.0,100,1,0,2,44.8
1,1,1.0,34,3,0,1,27.599999999999998
1,1,1.0,16,1,0,0,17.8
3,0,1.0,26,0,1,0,10.8
4,1,1.0,20,1,0,1,22.4
2,0,1.0,24,1,1,0,11.2
5,0,1.0,6,0,0,0,11.8
4,0,1.0,25,1,1,0,13.5
1,0,1.0,10,1,0,0,11.0
3,0,1.0,22,0,1,0,9.6
1,0,1.0,9,1,0,0,10.7
5,0,1.0,9,0,1,0,7.699999999999999
3,0,1.0,24,1,1,0,12.2
4,1,1.0,100,3,1,9,48.6
3,1,1.0,100,3,1,10,48.0
4,0,1.0,20,1,0,0,17.0
3,1,1.0,100,1,0,5,47.0
1,0,1.0,5,0,0,0,7.5
2,0,1.0,14,1,1,0,8.2
4,1,1.0,100,1,1,0,41.0
4,0,1.0,4,0,0,0,10.2
3,0,1.0,32,0,1,2,13.4
3,0,1.0,7,0,0,0,10.1
3,0,1.0,7,0,0,0,10.1
2,1,1.0,25,2,1,0,18.5
3,0,1.0,3,0,0,0,8.9
1,0,1.0,14,0,0,0,10.2
2,0,1.0,36,0,1,0,12.799999999999999
1,0,1.0,3,0,0,0,6.9
2,0,1.0,23,2,1,0,12.899999999999999
3,0,1.0,18,1,0,0,15.399999999999999
4,1,1.0,11,1,0,0,19.3
5,1,1.0,100,1,0,13,52.2
2,0,1.0,8,0,0,0,9.4
3,0,1.0,32,2,1,1,17.0
4,1,1.0,100,5,1,16,55.4
4,0,1.0,13,0,1,1,8.3
5,0,1.0,16,0,1,0,9.8
4,0,1.0,13,1,0,0,14.9
4,0,1.0,18,0,1,0,9.399999999999999
2,0,1.0,5,0,0,0,8.5
4,0,1.0,11,0,0,0,12.3
2,1,1.0,100,2,1,3,42.2
3,0,1.0,13,0,1,0,6.9
4,0,1.0,7,0,0,0,11.1
4,0,1.0,23,0,1,0,10.899999999999999
3,1,1.0,100,4,1,38,61.2
4,1,1.0,18,1,0,0,21.4
4,0,1.0,100,2,0,4,44.6
4,0,1.0,8,0,0,0,11.4
4,0,1.0,35,2,1,0,18.5
1,1,1.0,8,1,0,0,15.4
2,1,1.0,100,4,1,0,45.0
5,0,0.0,12,1,0,0,20.6
3,0,1.0,14,0,0,0,12.2
4,0,1.0,9,0,0,0,11.7
5,1,1.0,17,1,0,1,22.5
4,0,0.0,18,0,0,0,19.4
3,1,1.0,60,3,0,1,37.4
5,0,0.0,9,0,0,0,17.7
2,0,0.0,15,0,0,0,16.5
3,1,1.0,18,1,0,1,20.799999999999997
2,0,1.0,11,0,1,0,5.3
4,0,1.0,42,1,1,0,18.6
4,0,1.0,20,1,0,0,17.0
4,1,1.0,100,3,1,2,45.8
1,0,1.0,4,0,0,0,7.2
1,0,1.0,16,0,1,0,5.8
2,0,1.0,13,1,1,0,7.9
3,0,1.0,5,0,0,0,9.5
5,0,1.0,11,1,0,0,15.3
1,0,1.0,18,0,1,0,6.3999999999999995
3,0,1.0,16,2,1,1,12.200000000000001
4,1,1.0,21,1,1,0,17.3
2,1,1.0,29,1,1,0,17.7
3,1,1.0,100,4,1,6,48.4
5,0,1.0,24,1,1,0,14.2
3,0,1.0,5,0,0,0,9.5
3,0,1.0,18,1,1,0,10.399999999999999
